danceability,energy,liveness,loudness,tempo,speechiness,valence,acousticness,cluster,id
0.442,0.033,0.151,-23.063,103.34,0.041,0.21,0.922,18,4gFlHAye7To29Fs4UszQUH
0.478,0.0294,0.105,-25.319,124.308,0.0453,0.148,0.993,16,1cpANF6zMBoFoxkoIjZHjv
0.427,0.114,0.0966,-22.546,60.484,0.0509,0.114,0.843,4,1J9iVCaEriyoMXpj2XszhU
0.572,0.398,0.128,-10.751,86.135,0.0376,0.76,0.841,1,2XzHou7MZzOBQBqjWw86Nt
0.539,0.0678,0.114,-18.039,124.105,0.0468,0.263,0.967,18,4zPDjRgceGrR0Sm54YDTTf
0.499,0.0539,0.0839,-21.882,72.981,0.0396,0.324,0.972,18,1XCBWtTJZuHbwa6GLUutjo
0.203,0.0895,0.108,-19.755,173.451,0.0404,0.115,0.971,16,2WMyu5IYgxEuCd6xgFgJrl
0.626,0.152,0.12,-14.182,82.174,0.0405,0.545,0.934,18,3pfbQmD5xGH9Tcc7GqGfSL
0.339,0.342,0.162,-7.596,132.599,0.0313,0.393,0.962,1,6cU4urQRUieTBH08yKHAqj
0.492,0.0671,0.109,-15.671,124.908,0.0399,0.165,0.958,18,1xlyVmdCo5lMRIzuMlAUF7
0.421,0.08,0.135,-21.795,122.044,0.04,0.0546,0.903,16,3f9KhpRN6mMYoVnpuozgHD
0.425,0.0429,0.148,-24.86,96.097,0.0408,0.255,0.951,18,1xaTXPoDk4VOU9XhYX4KJM
0.455,0.106,0.122,-14.086,66.807,0.0422,0.258,0.986,18,5DIVWgTeJ2fPIxaY9e7ZKn
0.535,0.258,0.115,-9.499,110.953,0.033,0.281,0.768,18,0X5DcGkbxCXSadgj01ZXd7
0.224,0.214,0.367,-14.455,83.906,0.0348,0.14,0.976,4,7gHFBNy0Qn86xGKJ9OdFTw
0.673,0.377,0.332,-14.141,88.973,0.0697,0.713,0.586,1,0RNxWy0PC3AyH4ThH3aGK6
0.742,0.671,0.122,-8.142,127.359,0.0407,0.591,0.794,1,1CDBaGlisZlOJzvx88lL8A
0.71,0.318,0.169,-8.948,126.05,0.0432,0.58,0.867,1,7GBPpRMtLyGA6svXQMNfIN
0.612,0.526,0.183,-8.558,129.341,0.0272,0.594,0.727,1,38xcUjiTP1ivfb7ObwjyGA
0.612,0.493,0.202,-8.589,126.358,0.0467,0.484,0.804,1,4Vkk3iD1VrENHJEACNddvt
0.542,0.32,0.0609,-9.975,116.648,0.0387,0.206,0.907,18,1wl5b2lw3YagQtZiYZbQWP
0.292,0.012,0.0813,-21.638,170.106,0.0393,0.133,0.905,16,5cAwEKmadsW4nCYe9QUvgU
0.476,0.0794,0.112,-19.166,103.181,0.0365,0.118,0.955,18,1wnbi9NzQPBCobZ6OYCpqH
0.525,0.222,0.051,-11.065,156.364,0.0373,0.645,0.836,1,1xUJ1mdLAysxNBtO9w3J2g
0.494,0.182,0.129,-11.116,112.689,0.0443,0.21,0.79,18,5vb7At47uO0yPGfmYnAHuw
0.561,0.346,0.104,-12.596,93.689,0.0409,0.697,0.873,1,6CDQBADsdzJwc3qZ3OPDHH
0.522,0.379,0.114,-14.096,133.698,0.0286,0.454,0.635,1,7yzM0pEseQUpb6BMViOPEA
0.356,0.0937,0.209,-16.64,86.669,0.0353,0.278,0.957,18,3PJMsxg6rz9FOo6xNiASXz
0.551,0.119,0.119,-15.468,70.129,0.0435,0.243,0.924,18,5FYgwqjjq9kPCMj8yArfTr
0.418,0.295,0.248,-14.667,109.621,0.0303,0.132,0.913,18,4DVu7YgHVJaeN0C7HNpy2q
0.553,0.546,0.167,-7.459,118.214,0.0341,0.7,0.439,1,1xicvSO4CJ2ymqYgpk7DFh
0.277,0.242,0.113,-18.442,175.384,0.0342,0.285,0.694,16,2JOEPbuwVf0nafGnMSVEhH
0.365,0.136,0.103,-12.42,64.212,0.0436,0.255,0.921,18,0DuWyzeLH09PQcnOMJiRgE
0.593,0.103,0.12,-14.961,66.283,0.081,0.443,0.986,18,7AHF3V7qRPhZV7gzJLZ3CL
0.336,0.0619,0.11,-20.494,60.705,0.0363,0.197,0.985,4,3GOZbK2epuHzCt5YvvVFHO
0.55,0.179,0.0746,-12.481,129.536,0.039,0.349,0.965,18,1qeO0T3LIqlUvrELz3Gngk
0.341,0.0446,0.157,-18.109,174.365,0.0348,0.128,0.909,16,1jf3wYtynxiPOdhqAp3cUN
0.497,0.086,0.124,-13.579,129.332,0.0443,0.171,0.974,18,6cRsRBzSaGwfnMMqNSjtFY
0.483,0.364,0.0542,-10.78,98.445,0.0265,0.349,0.564,1,5FBf12F4ry9TXoZAvISu6F
0.578,0.351,0.123,-12.432,122.712,0.101,0.476,0.813,1,5z161QQZMgQxSILnv3QoJk
0.652,0.356,0.132,-13.733,148.822,0.0419,0.56,0.546,1,2kF9Ijd7I2Kk2P4bYqUmzG
0.629,0.278,0.106,-12.229,128.453,0.0329,0.503,0.662,1,3NvYPUNu6nwQgN31UnoDbn
0.564,0.0822,0.11,-17.658,127.422,0.0453,0.483,0.962,18,6LPqphk2rbt2i63bR2o247
0.147,0.215,0.184,-14.594,171.46,0.0346,0.102,0.965,16,7KsJkshpIjjeIwyKnkhQUc
0.575,0.187,0.166,-13.081,107.469,0.0512,0.342,0.927,18,1sce5VJvCOYYDAR9rp9KdG
0.503,0.286,0.156,-15.425,136.098,0.045,0.569,0.643,1,3zIuHdD8dkh1vPxQu334T7
0.659,0.113,0.179,-16.756,95.063,0.0569,0.738,0.976,18,2xm9ihELo6xwrRKrBbPql9
0.599,0.444,0.122,-8.648,142.81,0.044,0.508,0.82,1,10kVwPSRjUYja0EtdqmXHe
0.417,0.0644,0.126,-19.687,113.713,0.0359,0.138,0.971,18,6Kr25pa3pTd4no3yA0EcW1
0.438,0.106,0.147,-14.939,118.785,0.0353,0.0508,0.947,18,5m3XMzewNg9EADweC7j7Nn
0.621,0.197,0.152,-14.483,120.194,0.0573,0.569,0.99,18,5PocwBP4qm33W4eQSZyVBZ
0.505,0.159,0.212,-11.235,59.385,0.0336,0.196,0.946,18,7ysmJhXFQtiBQlk6EZ6sks
0.53,0.454,0.113,-11.19,135.947,0.028,0.492,0.768,1,2JITVZu8o6ls9k8SoMRy7w
0.567,0.124,0.106,-16.446,79.37,0.0562,0.343,0.792,18,0BFCbH1cxzeUSJBVwJGRLg
0.544,0.425,0.964,-10.231,84.443,0.0346,0.348,0.719,13,6NF8MZ2trxckVBr82pyyPt
0.47,0.308,0.115,-18.663,115.459,0.0369,0.857,0.82,1,4aThNuFztJ15YremppiZUJ
0.54,0.0671,0.101,-18.633,84.192,0.0397,0.316,0.966,18,2g1iBv7SXxiXX0IEG4lz2k
0.517,0.273,0.979,-17.279,63.423,0.0627,0.321,0.866,13,1GZD0TZJHmdQaZsucHBmWT
0.635,0.0278,0.213,-21.504,103.016,0.0406,0.12,0.537,18,4JWfPMjVEh4SusNs8V3gt5
0.671,0.352,0.11,-11.511,120.235,0.0556,0.396,0.532,1,38R2EViAkYOFG8ZkG3GLtW
0.803,0.335,0.0849,-13.331,132.682,0.0451,0.786,0.579,1,18A1V1vsy5YgHFqb4galTw
0.373,0.302,0.171,-20.358,86.925,0.0376,0.35,0.818,18,0Dt1B5dNfajRczQKZA87aL
0.358,0.452,0.14,-13.02,166.973,0.0347,0.525,0.991,1,0Otf1ZfYNIjhqFIuJk0fsy
0.478,0.231,0.101,-18.064,74.937,0.0302,0.136,0.869,18,0kUYnVS6z9YhL22l9pDDcB
0.608,0.387,0.187,-20.157,91.489,0.0411,0.809,0.86,18,5PXIzyJURVKyO1cwVDuGEK
0.588,0.4,0.11,-11.914,113.615,0.036,0.468,0.851,1,7CrNF9zL7tIQ2269DVxzST
0.184,0.543,0.105,-13.583,98.4,0.0391,0.211,0.016,11,2gG3ivmsfylVXLyIJvLXyN
0.27,0.688,0.669,-16.305,75.845,0.0547,0.219,0.973,13,4FMI4Ln1LhyxGldkNXan5e
0.465,0.35,0.135,-12.977,93.336,0.0403,0.62,0.41,1,6YYu8qFzcY1ZyzzsJIQM12
0.306,0.0422,0.102,-22.289,172.477,0.0386,0.174,0.962,16,4wGYHJ2Mcvb2QvHinDVGEC
0.517,0.0917,0.108,-18.395,95.068,0.0336,0.0836,0.876,18,72PqmnVj86bfTnkFiQ9Mx9
0.412,0.195,0.106,-10.288,133.918,0.0331,0.0778,0.9,18,1czzmAtPTw287TyMQEfCfg
0.414,0.336,0.114,-16.054,78.922,0.0352,0.418,0.873,18,12uL43MR8byTEjtg241Z7m
0.618,0.0772,0.107,-21.306,104.691,0.0514,0.36,0.975,18,1CRxANVlNyN2IYjarx96gU
0.438,0.0172,0.0815,-23.66,100.989,0.0384,0.136,0.973,18,1WygPWqmNs4s2fxtjmtI3O
0.467,0.459,0.0944,-9.706,124.379,0.0305,0.178,0.719,1,0T1EaGm6b9eM7xBf4F1hlc
0.615,0.145,0.0292,-14.283,102.633,0.0422,0.505,0.748,18,4R6rf3KbP45JST6Cr3Enry
0.636,0.181,0.0706,-17.511,84.203,0.0456,0.697,0.864,18,16KZuJfRKqMZQvmOibsVqX
0.524,0.222,0.0544,-8.967,120.71,0.0346,0.325,0.907,18,58ylMBq2yqYdHyevarkNWa
0.477,0.237,0.0974,-17.115,126.222,0.0321,0.178,0.947,18,2qswPLZD9CbUoSidGNyxwm
0.531,0.366,0.0916,-11.697,81.867,0.0496,0.785,0.911,1,6qqK0oeBRapZn8f9hJJENw
0.223,0.105,0.0889,-18.898,170.469,0.0364,0.178,0.744,16,13Nh6UPBy8WgoTc5l7iGR8
0.45,0.0288,0.118,-17.388,130.838,0.0467,0.358,0.994,18,5eFFsShr8vchESCk8HGxvn
0.398,0.527,0.119,-16.591,118.504,0.0297,0.353,0.713,1,6eimz6jvlZaPwtflDWCTa0
0.583,0.376,0.0642,-10.914,120.713,0.0433,0.614,0.725,1,3Y0LpU5kqQ3vSZvwcGjl1M
0.655,0.245,0.178,-13.662,79.76,0.0469,0.5,0.809,18,5eJ90rBnkUv7PqxgTExfvd
0.376,0.278,0.0728,-8.597,62.055,0.0416,0.199,0.912,18,6KawDsALZTY6FA8CE1NLZK
0.438,0.129,0.0884,-15.984,84.845,0.0346,0.127,0.957,18,4dUVpbIu8FW7R76gejw3cq
0.58,0.48,0.171,-7.682,108.892,0.0339,0.48,0.837,1,7CnOzCWGrTINcDExG6u99y
0.543,0.133,0.125,-16.846,171.493,0.1,0.464,0.805,1,0GUUhTWMylAx5pHDI42t1V
0.479,0.318,0.107,-13.836,94.036,0.0395,0.575,0.278,14,6KBsivP3Of4z2x6uNMAyE3
0.457,0.548,0.103,-12.486,88.8,0.0551,0.76,0.111,8,16nJl8NnriCJxraco5Zssm
0.564,0.097,0.119,-16.442,132.653,0.038,0.393,0.958,18,6PKCEB5JzjCizpz9hUQcpX
0.416,0.201,0.107,-11.461,165.869,0.0379,0.372,0.975,1,6MXrGG7nff0FXBQJa5UF9P
0.616,0.434,0.131,-7.257,108.467,0.031,0.404,0.581,1,4f0D7T8yswXUJ62AKLoMtS
0.224,0.122,0.111,-16.766,82.277,0.036,0.0952,0.985,4,6YRVj7ZJyFrr6tso0QV15e
0.555,0.0356,0.0816,-20.862,111.337,0.0425,0.194,0.941,18,0sRAziWSeUedBSKjapsy9F
0.319,0.157,0.138,-19.728,191.259,0.0368,0.266,0.987,16,4rrLFMxzVVwAJjmvHLPL8y
0.203,0.0186,0.0728,-24.277,76.591,0.0408,0.0481,0.985,6,5F8rPLt2c52p0SK7kiH26b
0.646,0.12,0.261,-13.447,96.284,0.0336,0.442,0.867,18,1f1ybry2mOfAgP3qBFMiKc
0.654,0.334,0.114,-12.662,81.544,0.0521,0.697,0.702,1,2oMaXY0yiWhAEWD7SutXh2
0.26,0.203,0.134,-12.231,173.503,0.0353,0.064,0.99,16,0Xfq6BeOHdzf16gk9y8a1P
0.473,0.67,0.0957,-7.756,152.484,0.0353,0.808,0.446,9,1dZHIbmuBDAwXfQOM4dyM3
0.446,0.13,0.108,-14.403,106.607,0.0386,0.172,0.971,18,1ylwBTCAZ1WlvvMnWm6U3c
0.587,0.673,0.0721,-7.858,123.407,0.0509,0.788,0.744,1,5f0n6K8hW2RIVXuZjxO0bu
0.634,0.327,0.158,-9.703,80.825,0.0551,0.498,0.709,18,4vWMrM0AwlhRlkAdQtC2zn
0.493,0.0421,0.0777,-18.071,102.074,0.0347,0.172,0.913,18,7DUGRxCf9NFJffb5Eei8Ar
0.456,0.222,0.24,-16.879,112.725,0.0354,0.15,0.938,18,4qRJ7ZJyfzchEd2fjle7Bz
0.519,0.0422,0.124,-10.778,130.436,0.0537,0.397,0.966,18,6rK27cC9hX0e1Chrnxo9Vn
0.422,0.148,0.116,-15.38,125.334,0.0429,0.0857,0.985,18,7Codqj9B5oMniYPUhfv26I
0.497,0.153,0.138,-12.65,100.222,0.0407,0.276,0.978,18,3kYrQXSao9IXp3EzMZQt5J
0.348,0.107,0.1,-22.793,58.801,0.0306,0.115,0.933,4,2Z7ktNuO2YsY2wS5FC62k4
0.492,0.205,0.122,-8.488,128.315,0.0577,0.109,0.983,18,6TAW00MAPvS59yEoIgtOEI
0.704,0.277,0.0845,-11.675,90.38,0.035,0.322,0.814,18,6oWhUfePc5h9r5pfw7wvPN
0.509,0.224,0.327,-11.123,112.355,0.0327,0.17,0.736,18,3QuSHJUfvuOyeKMS32Wckj
0.623,0.403,0.448,-11.121,93.911,0.0426,0.631,0.451,10,34xixFi5y3I5FIOH1ZWisx
0.53,0.143,0.278,-17.471,125.464,0.0423,0.119,0.958,18,6HvyFdP5JrCQdmxq2qi7MC
0.581,0.201,0.137,-15.421,126.745,0.0509,0.448,0.937,18,3DZShPBwoWAfFgPKBUcFFJ
0.46,0.633,0.274,-7.153,106.331,0.0404,0.515,0.613,1,0qxiaagtTvTeNvzxHHc441
0.492,0.583,0.201,-9.927,73.64,0.19,0.798,0.673,1,2cOSF20k8VkEoXllO0PsbG
0.484,0.635,0.366,-7.109,99.308,0.043,0.673,0.558,10,2CBfYM9el9Sh15s9NCeYFP
0.665,0.359,0.145,-8.887,111.639,0.0326,0.4,0.801,1,3Ysj0cl3Jlb6Ysp6um8QI7
0.371,0.0823,0.0838,-20.45,106.146,0.0352,0.0789,0.963,18,08lUeu1CxXvAoaKkemoEk8
0.483,0.186,0.115,-21.828,150.705,0.042,0.51,0.943,16,0cNc2tivyPqzgp13BSM7St
0.419,0.0284,0.105,-24.09,71.502,0.0357,0.121,0.987,6,3Gcpi1CwKoQtc8B3H2ZOIX
0.386,0.075,0.0869,-14.124,96.76,0.0348,0.23,0.985,18,2FnTwpi1PdHLjgHv4XQEFn
0.653,0.368,0.0972,-11.567,117.161,0.0439,0.249,0.875,18,4w7EnqiLksvE6rcuR8F8bn
0.664,0.422,0.0626,-11.738,89.263,0.0552,0.533,0.388,14,71KwWlZvuikRRORNH3xvCq
0.247,0.072,0.101,-13.544,173.372,0.032,0.0872,0.975,16,1qHrF4XOI6Pliy7atNjLds
0.444,0.339,0.163,-16.936,142.112,0.0418,0.656,0.66,1,2C3rh8eX5vltOmwrz9I78n
0.605,0.376,0.117,-14.978,131.927,0.0322,0.948,0.253,2,5z7deaTe21B7QVPhSDouL1
0.546,0.305,0.125,-10.934,164.902,0.0494,0.664,0.789,1,0sQ9ee2jJNTQgjy55Pse5H
0.589,0.184,0.0819,-12.282,98.365,0.049,0.343,0.631,18,2bOUrmH6OljKtXOLjvVEU8
0.651,0.143,0.138,-22.617,78.792,0.0531,0.601,0.752,18,6OH7UCFY7SEJxxQkaYfAv8
0.554,0.222,0.284,-12.928,113.012,0.0296,0.391,0.646,18,0eijtL958nCP1dy7OR1hUA
0.64,0.122,0.18,-22.617,144.338,0.0719,0.742,0.995,18,4HL2XUimEYLv0KDxD3Xpqz
0.418,0.227,0.0956,-15.537,103.586,0.0379,0.21,0.912,18,4N6JkrGD78eLooaTDmwo9s
0.589,0.386,0.15,-8.013,142.371,0.0441,0.518,0.75,1,47xU4Sm1RWZgRgugWPFxzz
0.781,0.106,0.12,-17.396,113.528,0.0584,0.313,0.947,18,4z1E9GltZHciLum0ybby9h
0.552,0.171,0.122,-13.66,102.408,0.0544,0.152,0.955,18,7pKWTcPfT9mg2iAhobFHpS
0.446,0.0879,0.104,-15.059,119.511,0.0392,0.154,0.936,18,4LSplRZj1Xk5JUCARpUV8j
0.528,0.583,0.305,-8.776,96.284,0.0643,0.671,0.592,1,5KQ6uddno2Hht84gJDHsPF
0.576,0.335,0.131,-12.706,77.415,0.0438,0.455,0.748,18,2gt0kkTEph69p2ZWn177Tt
0.59,0.485,0.281,-5.262,148.851,0.197,0.695,0.81,1,0KDn1UsD2ym34dCT4P9ebj
0.701,0.393,0.0964,-9.868,75.908,0.155,0.791,0.919,1,1xXydFs62EqOXFMPizVhn4
0.203,0.306,0.281,-12.366,76.905,0.0344,0.0625,0.952,4,6RqomqKVORIwNJCKNxvc3F
0.308,0.114,0.169,-20.291,79.261,0.0399,0.163,0.912,4,1cfMdMmJqBlLn4auevv0iB
0.585,0.375,0.0806,-12.171,72.59,0.0504,0.665,0.78,18,5wcAcShxT5qvLJvuM6jkZt
0.529,0.0582,0.116,-19.131,93.486,0.0617,0.357,0.883,18,6tL1ZlPRSihc6gyWhVfA8X
0.581,0.163,0.116,-16.612,88.101,0.0547,0.448,0.926,18,3hY3MPL9hAITPgVfiVlL5K
0.527,0.143,0.18,-22.39,101.037,0.0365,0.43,0.857,18,1L7l5qJeQpqWDigBjxUcQw
0.516,0.101,0.0906,-12.753,137.832,0.0513,0.31,0.966,18,2TPRvPvUotVn4tGHAWWcog
0.388,0.461,0.186,-11.718,72.884,0.0924,0.674,0.705,1,43hj7RjOE5vXtgnqPidEv4
0.439,0.082,0.0913,-17.066,124.69,0.0407,0.492,0.972,18,08rTZ8jNknn8VBS3v2o8pT
0.476,0.273,0.0978,-17.457,117.779,0.0334,0.164,0.89,18,1tbzRQCZUoKYMCxzK0Jx5p
0.438,0.182,0.119,-15.209,65.535,0.0338,0.0639,0.983,18,7hDq6sOZ5Rl1XnSSfoOBRK
0.5,0.251,0.248,-12.981,174.935,0.0474,0.697,0.885,1,1ewQUavRnFAEwPqqwKQ0nF
0.468,0.391,0.111,-13.196,142.413,0.0269,0.342,0.658,1,1ChYuSIoOFDVY6fHSXF6zS
0.393,0.0331,0.11,-17.548,85.773,0.0417,0.159,0.973,18,7yCEzOAfijmD88IA1DHgSo
0.493,0.295,0.241,-15.536,99.579,0.0489,0.486,0.537,18,1M0bEJicvT2qmdJej9wjyk
0.443,0.0711,0.101,-20.146,175.02,0.0486,0.596,0.989,16,0ADAFZE0bYIuaIyPNFl3LE
0.579,0.566,0.0987,-8.733,125.031,0.0531,0.83,0.754,1,3k7MPapSDy9kSWuhvXxP3c
0.573,0.247,0.103,-19.282,138.234,0.0627,0.604,0.713,1,3iFlfQ0CXc9URaAvai8VUe
0.529,0.0367,0.127,-21.63,140.296,0.0515,0.214,0.99,16,10El9hxviSBm7pChWxG1ib
0.503,0.344,0.096,-19.024,108.489,0.0369,0.468,0.673,18,0m8tSPLHhjhGToD6LW0RPp
0.521,0.0995,0.109,-17.071,63.155,0.0372,0.227,0.987,18,13hLjPatKentvawsFceF9a
0.437,0.0857,0.0898,-18.129,73.161,0.0384,0.206,0.84,18,5uNtaTmigAubx5fLfO92AW
0.417,0.11,0.174,-16.504,57.312,0.0405,0.22,0.951,18,11vaRXRIFXJTRr3BuzNbk5
0.488,0.337,0.126,-10.185,133.27,0.0463,0.471,0.851,1,28z6KATfhamoyDgOtcm25F
0.423,0.0418,0.125,-17.75,105.901,0.0323,0.137,0.953,18,3341eBppSCetzo507uJU06
0.701,0.0908,0.0883,-20.601,81.155,0.0528,0.0858,0.841,18,2HzipY6RzuFXeem8dzqA66
0.571,0.293,0.112,-11.914,82.745,0.0385,0.23,0.828,18,57B6gMEI1E4E3kKLKvfX3U
0.484,0.488,0.147,-9.127,149.977,0.048,0.426,0.867,1,0d6m2xfXqMyEKOeRvfL7Ot
0.564,0.305,0.152,-14.224,115.739,0.063,0.571,0.794,1,5eMz1VtT2zNtsyh1bDgDhb
0.5,0.208,0.372,-14.235,180.852,0.0743,0.461,0.769,1,4F0sSQCicLl5tme407ubvS
0.485,0.0735,0.0951,-20.188,75.939,0.0709,0.332,0.784,18,6W25U2EbDixQbLbqpjz0TT
0.54,0.327,0.121,-8.933,96.224,0.0363,0.356,0.868,18,5PfcpDnzz8VdUoziFWnhrU
0.611,0.291,0.0571,-18.392,83.443,0.0647,0.534,0.765,18,2EW1mFJaikQh0vxOoB7uGp
0.499,0.0808,0.0723,-17.369,95.37,0.0427,0.216,0.989,18,1ebZEQLe2lfwyMnuhnIDjx
0.456,0.205,0.101,-19.74,111.5,0.0452,0.31,0.952,18,6linlPbVWEecMEMfNcul1e
0.431,0.511,0.332,-8.052,174.922,0.0554,0.664,0.75,1,7f4svguucdFTOv6gOjOvhO
0.459,0.545,0.162,-9.626,100.398,0.055,0.438,0.781,1,2HbpOucCYcPyVEBpjTiJK8
0.392,0.168,0.198,-22.249,123.419,0.0442,0.292,0.637,16,5Vmt3ascqbh0QJCV1een0Q
0.552,0.509,0.0827,-9.828,112.049,0.0428,0.74,0.605,1,05LNBtMuc26HSAHh7C6iG8
0.615,0.204,0.071,-16.075,96.47,0.0439,0.496,0.872,18,3X3p3u03P8eFL8WTH0oaaU
0.503,0.34,0.102,-9.034,142.83,0.0374,0.651,0.694,1,7hvZ6vMAnO0cDkkKKJok4Y
0.405,0.0277,0.114,-21.897,51.059,0.033,0.279,0.97,4,7yRMYF0BqrqPjinbG9Ja3Z
0.185,0.232,0.0864,-13.854,181.636,0.0344,0.168,0.718,16,0Lr4NSIlDOKcZWwMOPcxGT
0.559,0.11,0.0885,-16.084,138.393,0.0688,0.451,0.774,18,41Wj6aJKyggH33OYBo3ezY
0.546,0.322,0.76,-19.111,96.07,0.037,0.488,0.662,13,1xKMxT6PFOr4RJWhoisP0t
0.571,0.349,0.14,-10.584,118.673,0.042,0.62,0.525,1,7lApnj6eswDJvT8mqGrut6
0.47,0.684,0.0797,-7.873,128.506,0.0377,0.483,0.714,1,2PGjqrXgOBqP8G4R6EKmpR
0.559,0.481,0.215,-18.153,99.797,0.0433,0.494,0.673,18,0FKnknau5UBXgN2Q6vVHgC
0.487,0.535,0.0903,-8.47,144.548,0.0305,0.591,0.73,1,1duGF26RKaTntfsJ0cTkzj
0.357,0.144,0.235,-11.261,77.983,0.0313,0.138,0.957,18,1JXxyiihPJrMLotLklU0Cb
0.604,0.498,0.528,-9.905,96.097,0.0778,0.733,0.695,10,0DUyHDBRaxFiXDf6Jhh4JD
0.749,0.152,0.086,-16.745,101.779,0.0493,0.292,0.655,18,5doczA8CcUYo0J9H7uvHgU
0.406,0.746,0.305,-7.838,93.056,0.0524,0.59,0.403,10,4ZAcQgIlpV5z7k7evEF0MJ
0.624,0.383,0.0963,-10.561,117.526,0.0633,0.674,0.627,1,3bYBPyLGsa1unDrVaNzN4y
0.364,0.679,0.217,-9.923,79.9,0.0642,0.45,0.497,14,05aZ2boQ1yuAD4p4HyORbK
0.583,0.461,0.162,-9.58,131.878,0.0482,0.516,0.668,1,7Kwi4xmgY4qQwOhBe0zsbh
0.628,0.629,0.0791,-10.234,127.812,0.0398,0.801,0.709,1,0gutl81vbXX1JGp5M0OoiE
0.476,0.192,0.226,-10.984,139.074,0.0374,0.275,0.827,18,5Ca5KKTMmZaScCmHd9UJeu
0.579,0.223,0.105,-22.061,88.809,0.0412,0.531,0.89,18,6EC51OfUhguCbNp5H5SdGm
0.494,0.124,0.0938,-15.862,61.261,0.0414,0.221,0.91,18,4TndToxlz7Qdvpb2O9s9HM
0.412,0.434,0.24,-13.3,94.84,0.0483,0.505,0.509,1,12cMYRYTV2RTz4YTlOpgSu
0.432,0.299,0.107,-13.241,90.465,0.0293,0.201,0.0695,11,5Rb6tpkWiNQQoCfxaFVB9c
0.614,0.349,0.193,-14.38,104.66,0.0411,0.839,0.813,1,4tSY2oSX8fdedowKjFYWJH
0.598,0.339,0.098,-8.876,63.995,0.0358,0.29,0.606,18,0gD78Kq5CLlc1j9e9G8Ejv
0.515,0.198,0.282,-17.685,70.081,0.0912,0.38,0.937,18,21YUZQmqekadSlCCZpawCH
0.458,0.155,0.299,-17.853,126.281,0.0405,0.276,0.908,18,2bPeAxNC1S1C359ds8Tw3X
0.649,0.271,0.124,-15.198,126.026,0.0498,0.626,0.708,1,4jCoxXaEKeTWkQ7HL1d5de
0.35,0.607,0.116,-11.141,187.101,0.0498,0.597,0.794,1,1QlTNF43OyKK9BorIRsJ8o
0.37,0.586,0.348,-13.468,121.573,0.0581,0.519,0.485,1,0CLbmkYmQIWiEwnsbOkLpd
0.355,0.152,0.126,-14.864,65.215,0.0401,0.145,0.924,4,6x8XKDM8Rnid4TyOUg9kj3
0.624,0.42,0.131,-7.471,86.035,0.0373,0.347,0.64,1,1WJtHOJaSUHjGcei6t22TM
0.64,0.7,0.316,-6.129,108.123,0.0308,0.55,0.0397,10,3o34F9z7g0SDeIAKWir4PR
0.463,0.7,0.255,-6.313,175.191,0.0414,0.716,0.194,9,5shjJt6uBUryQUPLoZmXoF
0.753,0.577,0.108,-7.42,84.997,0.139,0.435,0.181,14,1SWk8chKisB7HJvKizuf36
0.754,0.52,0.126,-7.488,145.851,0.0682,0.471,0.613,1,2IbB995oiJcMJXTfkMHioG
0.612,0.732,0.0488,-5.265,97.925,0.0604,0.749,0.141,8,6py94KJo9s8JN9aj4cbkMu
0.62,0.805,0.468,-6.038,121.28,0.0389,0.851,0.0446,10,001c1daR1pFdqfpe1vAWzh
0.524,0.209,0.173,-12.437,148.59,0.0405,0.347,0.85,1,158mZIMC4X58ZJK4fJfH1b
0.635,0.846,0.0786,-7.226,92.46,0.0524,0.644,0.259,8,36XYWC37Rai5NjYNP8OHfD
0.56,0.843,0.197,-4.188,152.598,0.0641,0.892,0.112,9,2BbFd78ykW1pnR5vZreQkr
0.718,0.691,0.232,-5.112,119.674,0.0405,0.851,0.234,2,77mszRgKKwWtTj5DvJrt85
0.55,0.55,0.124,-8.496,104.545,0.0384,0.547,0.0402,14,5RXTvloOBm9W714kbJU0gQ
0.597,0.642,0.0437,-6.458,95.589,0.0271,0.741,0.00868,8,5cN99kZ1ybpn5DIZvksWWG
0.435,0.86,0.142,-5.708,203.027,0.0739,0.612,0.00591,9,2Qg9TUOmezQXfKV1NrT8bx
0.713,0.558,0.0735,-9.538,183.908,0.106,0.807,0.0137,9,3sAWm1el3CiGuUux8oZ4aI
0.679,0.918,0.0812,-4.468,115.016,0.0913,0.605,0.0723,8,02OxBW5LOc4PAjf0dj1buK
0.609,0.782,0.102,-3.633,122.543,0.0463,0.629,0.19,8,3Y01uxGrWEnR9U78AUSwr5
0.544,0.561,0.172,-5.64,93.124,0.025,0.278,0.296,14,5dRy520QssuzpqsPOVrgJF
0.537,0.884,0.117,-6.335,128.076,0.0539,0.67,0.12,8,7Hs5OmNf7BqPEnwVA9tRFr
0.551,0.635,0.24,-7.927,142.03,0.0383,0.534,0.164,0,1caexDoRB92w8ph8YLYQvu
0.738,0.507,0.0722,-6.991,80.026,0.0272,0.699,0.231,2,5EqHA3fTPCSLJDtUIqQySl
0.481,0.946,0.115,-6.305,161.804,0.0644,0.692,0.0624,9,5yw4C8rft1mCGdTlsrCY4X
0.42,0.792,0.251,-4.817,121.311,0.0922,0.635,0.05,8,40KisYYaB1CQZ32qDkdo2L
0.393,0.943,0.381,-4.538,141.86,0.112,0.466,0.00318,15,1SFK3eoJqXkmGvcfmdzWC1
0.797,0.273,0.101,-12.929,88.024,0.126,0.635,0.647,1,2lt3INbrnQEZz57tKA05Zy
